State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Maharashtra,HH02815,56693,7,1,Business,Yes,1,1,Adult,0,0,0
Rajasthan,HH02816,22641,2,0,Government Job,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH02817,74749,7,1,Business,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH02818,83021,7,0,Business,No,1,1,Senior,0,0,0
Andhra Pradesh,HH02819,18605,9,0,Business,Yes,0,2,Senior,1,1,0
Rajasthan,HH02820,53713,7,1,Farmer,No,1,2,Senior,0,1,0
Maharashtra,HH02821,23390,1,1,Government Job,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH02822,78403,8,0,Farmer,No,2,2,Child,0,1,1
Karnataka,HH02823,61466,8,1,Farmer,Yes,2,2,Senior,0,1,1
Bihar,HH02824,6981,4,0,Government Job,No,2,1,Adult,1,0,0
Madhya Pradesh,HH02825,12493,8,1,Farmer,No,0,1,Child,0,0,0
Madhya Pradesh,HH02826,74218,4,0,Government Job,Yes,1,2,Child,0,1,0
Maharashtra,HH02827,74318,8,0,Private Job,No,2,2,Adult,0,1,1
Maharashtra,HH02828,98335,5,0,Business,Yes,2,1,Child,0,0,1
Rajasthan,HH02829,19984,4,0,Farmer,Yes,1,1,Adult,1,0,0
Telangana,HH02830,25760,6,0,Government Job,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH02831,94529,2,0,Labour,No,2,1,Senior,0,0,1
Uttar Pradesh,HH02832,4524,2,0,Farmer,Yes,1,1,Adult,1,0,0
Madhya Pradesh,HH02833,52402,2,1,Farmer,Yes,1,2,Senior,0,1,0
Rajasthan,HH02834,94656,9,0,Government Job,Yes,2,2,Child,0,1,1
Tamil Nadu,HH02835,68614,3,0,Labour,No,2,2,Senior,0,1,1
Andhra Pradesh,HH02836,38891,4,0,Labour,Yes,1,2,Adult,0,1,0
Bihar,HH02837,94009,8,1,Private Job,Yes,1,2,Senior,0,1,0
Telangana,HH02838,42832,4,0,Farmer,Yes,2,1,Child,0,0,0
Karnataka,HH02839,48836,7,0,Business,Yes,2,2,Senior,0,1,0
Karnataka,HH02840,76953,5,0,Farmer,Yes,2,1,Child,0,0,1
Karnataka,HH02841,16362,9,0,Business,Yes,2,2,Adult,1,1,0
Maharashtra,HH02842,69745,4,0,Business,Yes,0,2,Senior,0,1,0
Karnataka,HH02843,40921,3,0,Government Job,No,1,2,Child,0,1,0
Bihar,HH02844,73434,2,0,Farmer,Yes,2,2,Child,0,1,1
Andhra Pradesh,HH02845,21562,1,0,Government Job,Yes,1,2,Senior,0,1,0
Karnataka,HH02846,67510,6,0,Private Job,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH02847,79407,2,0,Business,Yes,0,1,Senior,0,0,0
Madhya Pradesh,HH02848,10610,8,0,Labour,Yes,1,2,Senior,1,1,0
Maharashtra,HH02849,95918,6,1,Business,Yes,0,2,Senior,0,1,0
Bihar,HH02850,18791,5,1,Private Job,No,1,1,Child,0,0,0
Andhra Pradesh,HH02851,61047,2,0,Business,Yes,0,1,Adult,0,0,0
Telangana,HH02852,70906,7,0,Government Job,Yes,2,2,Child,0,1,1
Rajasthan,HH02853,22665,2,0,Farmer,Yes,2,1,Senior,0,0,0
Andhra Pradesh,HH02854,73246,5,0,Labour,Yes,0,1,Senior,0,0,0
Rajasthan,HH02855,68864,2,0,Government Job,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH02856,49451,2,0,Farmer,No,0,2,Senior,0,1,0
Rajasthan,HH02857,89148,7,1,Labour,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH02858,48890,9,1,Private Job,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH02859,9794,5,0,Business,No,0,1,Child,1,0,0
Bihar,HH02860,35888,7,0,Labour,Yes,1,1,Adult,0,0,0
West Bengal,HH02861,9749,4,1,Private Job,Yes,0,1,Child,0,0,0
Maharashtra,HH02862,49531,2,1,Farmer,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH02863,23608,3,1,Labour,Yes,1,2,Child,0,1,0
Rajasthan,HH02864,83986,2,0,Private Job,Yes,2,2,Child,0,1,1
Karnataka,HH02865,72211,5,0,Farmer,Yes,1,2,Child,0,1,0
Bihar,HH02866,86996,6,0,Government Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH02867,59017,7,0,Business,No,0,2,Adult,0,1,0
Maharashtra,HH02868,60676,3,0,Private Job,No,1,2,Adult,0,1,0
Madhya Pradesh,HH02869,14560,4,0,Government Job,Yes,2,2,Child,1,1,0
Bihar,HH02870,57401,8,1,Farmer,No,0,2,Child,0,1,0
Maharashtra,HH02871,53468,4,1,Labour,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH02872,35463,7,0,Business,No,0,2,Adult,0,1,0
Tamil Nadu,HH02873,34663,6,1,Farmer,Yes,0,2,Senior,0,1,0
Maharashtra,HH02874,71706,7,0,Private Job,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH02875,61773,1,1,Business,Yes,0,1,Adult,0,0,0
Bihar,HH02876,36123,3,0,Government Job,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH02877,97346,6,0,Business,Yes,1,2,Child,0,1,0
Telangana,HH02878,12718,3,0,Government Job,Yes,0,2,Child,1,1,0
Rajasthan,HH02879,65637,7,0,Farmer,Yes,0,2,Child,0,1,0
Telangana,HH02880,3028,9,0,Labour,Yes,2,2,Adult,1,1,0
Tamil Nadu,HH02881,65370,3,0,Business,Yes,2,1,Adult,0,0,1
Madhya Pradesh,HH02882,50599,1,1,Labour,No,0,1,Senior,0,0,0
Andhra Pradesh,HH02883,20397,6,0,Labour,Yes,1,2,Child,0,1,0
Rajasthan,HH02884,48406,1,0,Business,Yes,2,2,Adult,0,1,0
Tamil Nadu,HH02885,50657,1,0,Business,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH02886,70560,8,0,Labour,No,0,1,Child,0,0,0
Uttar Pradesh,HH02887,16503,9,0,Private Job,Yes,1,2,Child,1,1,0
Uttar Pradesh,HH02888,57943,2,1,Private Job,No,1,2,Senior,0,1,0
Madhya Pradesh,HH02889,78839,9,0,Business,Yes,2,1,Senior,0,0,1
Telangana,HH02890,85674,5,0,Labour,Yes,2,1,Senior,0,0,1
Andhra Pradesh,HH02891,28345,8,1,Labour,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH02892,53390,7,0,Farmer,Yes,2,2,Adult,0,1,0
West Bengal,HH02893,98041,7,0,Labour,Yes,2,1,Adult,0,0,1
Rajasthan,HH02894,62557,4,1,Private Job,Yes,0,2,Adult,0,1,0
Bihar,HH02895,68054,2,0,Farmer,Yes,0,2,Adult,0,1,0
West Bengal,HH02896,4906,5,0,Private Job,Yes,0,1,Child,1,0,0
Andhra Pradesh,HH02897,43167,3,1,Government Job,Yes,2,2,Senior,0,1,0
Madhya Pradesh,HH02898,10961,9,0,Business,Yes,0,1,Senior,1,0,0
Andhra Pradesh,HH02899,29140,6,0,Government Job,Yes,2,2,Senior,0,1,0
Bihar,HH02900,61701,1,1,Business,Yes,1,2,Senior,0,1,0
Rajasthan,HH02901,80567,3,0,Private Job,Yes,1,1,Child,0,0,0
Bihar,HH02902,83664,4,0,Private Job,No,0,1,Adult,0,0,0
Maharashtra,HH02903,84199,9,1,Government Job,Yes,1,1,Adult,0,0,0
Rajasthan,HH02904,84218,6,1,Business,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH02905,83729,4,0,Business,No,1,1,Senior,0,0,0
Uttar Pradesh,HH02906,31561,1,0,Farmer,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH02907,53568,8,1,Labour,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH02908,76302,2,1,Farmer,Yes,0,1,Child,0,0,0
Rajasthan,HH02909,98380,8,0,Private Job,Yes,2,1,Adult,0,0,1
Maharashtra,HH02910,97968,6,0,Government Job,Yes,2,2,Adult,0,1,1
Andhra Pradesh,HH02911,32504,8,0,Business,Yes,0,2,Adult,0,1,0
West Bengal,HH02912,40146,6,1,Farmer,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02913,43297,5,1,Government Job,Yes,1,2,Adult,0,1,0
Karnataka,HH02914,89394,5,1,Government Job,Yes,2,1,Adult,0,0,1
Karnataka,HH02915,71607,8,1,Labour,No,1,1,Senior,0,0,0
Andhra Pradesh,HH02916,19939,7,0,Business,Yes,2,2,Child,1,1,0
West Bengal,HH02917,93467,8,0,Government Job,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH02918,53715,8,1,Business,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH02919,47460,7,1,Farmer,Yes,2,1,Adult,0,0,0
Madhya Pradesh,HH02920,69576,2,0,Government Job,Yes,1,1,Adult,0,0,0
Rajasthan,HH02921,71222,9,0,Government Job,Yes,2,2,Adult,0,1,1
Karnataka,HH02922,15666,7,1,Farmer,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH02923,65119,6,0,Business,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH02924,38321,9,0,Business,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH02925,4779,1,0,Government Job,Yes,2,1,Adult,1,0,0
Rajasthan,HH02926,16186,2,0,Farmer,Yes,1,2,Senior,1,1,0
Karnataka,HH02927,19459,1,0,Private Job,Yes,2,2,Adult,1,1,0
Bihar,HH02928,89246,3,1,Business,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH02929,90755,5,0,Private Job,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH02930,8057,1,0,Government Job,Yes,0,1,Adult,1,0,0
Madhya Pradesh,HH02931,63663,4,0,Private Job,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02932,21733,8,1,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH02933,22157,6,1,Business,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH02934,38030,1,1,Government Job,Yes,1,2,Senior,0,1,0
Rajasthan,HH02935,22613,1,1,Private Job,No,2,1,Child,0,0,0
Bihar,HH02936,86028,3,0,Business,Yes,0,2,Child,0,1,0
Rajasthan,HH02937,89282,8,0,Private Job,Yes,0,2,Adult,0,1,0
Rajasthan,HH02938,8188,8,0,Business,Yes,2,1,Senior,1,0,0
Karnataka,HH02939,32680,3,0,Government Job,No,0,2,Senior,0,1,0
Andhra Pradesh,HH02940,63119,7,1,Farmer,Yes,0,2,Adult,0,1,0
West Bengal,HH02941,77400,3,0,Business,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02942,58718,4,1,Business,No,2,1,Adult,0,0,0
West Bengal,HH02943,39445,9,0,Private Job,Yes,0,1,Adult,0,0,0
Karnataka,HH02944,8796,4,0,Government Job,Yes,1,1,Senior,1,0,0
Rajasthan,HH02945,50218,3,0,Labour,No,0,1,Child,0,0,0
Madhya Pradesh,HH02946,42131,5,0,Labour,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH02947,11123,7,0,Farmer,Yes,0,1,Child,1,0,0
Tamil Nadu,HH02948,11222,5,0,Government Job,Yes,1,2,Adult,1,1,0
Andhra Pradesh,HH02949,27074,4,0,Business,No,0,1,Child,0,0,0
Maharashtra,HH02950,32825,8,0,Labour,Yes,1,2,Senior,0,1,0
Telangana,HH02951,39839,4,0,Farmer,Yes,1,1,Senior,0,0,0
Telangana,HH02952,71322,2,0,Government Job,Yes,0,2,Senior,0,1,0
Telangana,HH02953,59321,6,0,Farmer,Yes,2,2,Senior,0,1,0
Maharashtra,HH02954,28988,2,0,Labour,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH02955,38507,3,0,Private Job,Yes,2,2,Senior,0,1,0
Maharashtra,HH02956,98251,1,0,Private Job,Yes,2,2,Adult,0,1,1
Telangana,HH02957,26806,5,0,Government Job,Yes,2,1,Child,0,0,0
Karnataka,HH02958,39901,9,0,Farmer,No,2,1,Adult,0,0,0
Bihar,HH02959,20043,2,0,Business,Yes,2,1,Child,0,0,0
Rajasthan,HH02960,78761,7,0,Labour,No,2,2,Child,0,1,1
Maharashtra,HH02961,12752,5,0,Private Job,Yes,0,2,Child,1,1,0
Andhra Pradesh,HH02962,71993,2,1,Private Job,No,1,2,Senior,0,1,0
Andhra Pradesh,HH02963,45616,8,0,Farmer,No,1,1,Senior,0,0,0
West Bengal,HH02964,55127,6,0,Private Job,Yes,0,2,Senior,0,1,0
Bihar,HH02965,77777,4,1,Farmer,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH02966,3453,4,0,Labour,Yes,0,1,Child,1,0,0
Tamil Nadu,HH02967,78432,2,1,Farmer,No,2,1,Child,0,0,1
Telangana,HH02968,90362,3,0,Private Job,No,2,1,Adult,0,0,1
Madhya Pradesh,HH02969,13976,7,0,Farmer,Yes,1,2,Senior,1,1,0
West Bengal,HH02970,73404,3,1,Private Job,Yes,0,2,Senior,0,1,0
Telangana,HH02971,84932,5,0,Government Job,Yes,1,1,Senior,0,0,0
Bihar,HH02972,80707,6,0,Private Job,Yes,1,2,Adult,0,1,0
West Bengal,HH02973,92647,6,0,Private Job,No,2,2,Adult,0,1,1
Telangana,HH02974,36688,4,0,Private Job,Yes,2,2,Adult,0,1,0
Bihar,HH02975,89840,6,0,Government Job,No,1,2,Child,0,1,0
Uttar Pradesh,HH02976,96789,3,0,Business,No,2,1,Adult,0,0,1
Madhya Pradesh,HH02977,99516,7,1,Private Job,No,2,2,Child,0,1,1
Madhya Pradesh,HH02978,5017,7,1,Business,Yes,2,2,Child,0,1,0
Tamil Nadu,HH02979,10957,4,0,Labour,Yes,1,1,Senior,1,0,0
Bihar,HH02980,7792,2,1,Farmer,Yes,1,2,Senior,0,1,0
Maharashtra,HH02981,58982,7,0,Business,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH02982,16237,3,0,Labour,Yes,0,1,Child,1,0,0
Karnataka,HH02983,54586,1,1,Farmer,Yes,1,2,Child,0,1,0
Telangana,HH02984,84787,2,1,Private Job,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH02985,22252,9,1,Private Job,Yes,1,2,Senior,0,1,0
Bihar,HH02986,13707,8,0,Private Job,Yes,0,2,Senior,1,1,0
Rajasthan,HH02987,37206,6,0,Government Job,Yes,2,2,Senior,0,1,0
Telangana,HH02988,97276,6,1,Government Job,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH02989,6543,1,0,Government Job,Yes,1,2,Senior,1,1,0
Madhya Pradesh,HH02990,47135,2,0,Government Job,Yes,2,2,Senior,0,1,0
Bihar,HH02991,38031,4,0,Labour,No,1,1,Adult,0,0,0
Andhra Pradesh,HH02992,45929,3,1,Labour,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH02993,68747,1,0,Private Job,Yes,2,2,Adult,0,1,1
West Bengal,HH02994,60851,8,0,Farmer,Yes,1,2,Adult,0,1,0
Karnataka,HH02995,58311,7,0,Government Job,Yes,2,1,Child,0,0,0
Karnataka,HH02996,68867,4,0,Farmer,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH02997,91780,9,1,Labour,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH02998,60196,4,0,Government Job,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH02999,76705,1,0,Labour,Yes,1,1,Child,0,0,0
Rajasthan,HH03000,60894,1,0,Labour,Yes,1,2,Adult,0,1,0
Madhya Pradesh,HH03001,90640,1,0,Business,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH03002,17591,1,0,Labour,Yes,1,1,Adult,1,0,0
Karnataka,HH03003,51893,4,0,Private Job,No,1,2,Child,0,1,0
Uttar Pradesh,HH03004,3727,1,0,Labour,Yes,2,1,Senior,1,0,0
Telangana,HH03005,24359,2,0,Government Job,No,0,1,Child,0,0,0
Maharashtra,HH03006,46822,4,1,Private Job,Yes,0,2,Adult,0,1,0
Bihar,HH03007,91534,7,1,Labour,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH03008,13929,2,0,Private Job,Yes,0,2,Child,1,1,0
Madhya Pradesh,HH03009,63091,8,0,Labour,Yes,0,2,Child,0,1,0
Karnataka,HH03010,83378,7,1,Private Job,No,0,2,Child,0,1,0
Uttar Pradesh,HH03011,26519,9,0,Farmer,Yes,2,2,Senior,0,1,0
West Bengal,HH03012,20393,6,0,Business,Yes,2,2,Senior,0,1,0
Telangana,HH03013,37318,4,1,Private Job,Yes,2,2,Adult,0,1,0
Bihar,HH03014,77531,6,0,Government Job,Yes,1,1,Adult,0,0,0
Bihar,HH03015,97192,4,0,Business,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH03016,50934,7,0,Business,Yes,0,1,Child,0,0,0
Tamil Nadu,HH03017,84103,9,0,Labour,Yes,2,2,Senior,0,1,1
Rajasthan,HH03018,31840,3,1,Private Job,Yes,1,2,Senior,0,1,0
West Bengal,HH03019,92367,3,0,Business,No,1,1,Senior,0,0,0
Madhya Pradesh,HH03020,16265,2,0,Government Job,Yes,2,1,Senior,1,0,0
Uttar Pradesh,HH03021,8424,1,1,Government Job,No,0,1,Adult,0,0,0
Maharashtra,HH03022,23625,1,1,Government Job,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH03023,82622,3,0,Labour,Yes,0,2,Child,0,1,0
Rajasthan,HH03024,32187,7,0,Farmer,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH03025,38929,9,0,Private Job,Yes,0,2,Senior,0,1,0
Telangana,HH03026,64892,2,1,Business,Yes,1,1,Adult,0,0,0
Rajasthan,HH03027,23539,7,0,Private Job,Yes,0,2,Adult,0,1,0
Karnataka,HH03028,59630,1,0,Business,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH03029,93639,2,0,Labour,Yes,0,2,Adult,0,1,0
Maharashtra,HH03030,96410,6,0,Private Job,No,2,2,Senior,0,1,1
Karnataka,HH03031,12215,5,0,Labour,No,0,1,Child,1,0,0
Rajasthan,HH03032,42385,8,0,Labour,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH03033,90580,2,0,Private Job,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH03034,80462,1,0,Private Job,Yes,1,2,Senior,0,1,0
Maharashtra,HH03035,98310,7,0,Business,Yes,2,2,Adult,0,1,1
Bihar,HH03036,28008,6,0,Government Job,Yes,1,2,Child,0,1,0
West Bengal,HH03037,51928,8,1,Labour,Yes,0,2,Senior,0,1,0
Telangana,HH03038,86096,8,1,Farmer,Yes,2,2,Child,0,1,1
Bihar,HH03039,92876,2,0,Business,Yes,2,1,Child,0,0,1
Andhra Pradesh,HH03040,27976,8,0,Business,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH03041,30626,6,0,Government Job,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH03042,62789,9,0,Government Job,Yes,0,2,Adult,0,1,0
Karnataka,HH03043,7700,7,0,Labour,No,1,2,Adult,1,1,0
Rajasthan,HH03044,66645,2,0,Business,Yes,1,1,Adult,0,0,0
Telangana,HH03045,76396,8,1,Business,Yes,1,2,Child,0,1,0
Maharashtra,HH03046,10526,9,0,Farmer,Yes,2,1,Child,1,0,0
Rajasthan,HH03047,42500,7,0,Labour,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH03048,71049,4,0,Labour,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH03049,76366,9,1,Government Job,No,0,1,Adult,0,0,0
Maharashtra,HH03050,83317,4,0,Labour,Yes,2,1,Child,0,0,1
Andhra Pradesh,HH03051,62117,4,1,Farmer,Yes,0,2,Adult,0,1,0
Telangana,HH03052,59096,9,0,Labour,Yes,0,1,Adult,0,0,0
Karnataka,HH03053,10910,8,1,Private Job,Yes,2,1,Adult,0,0,0
Rajasthan,HH03054,84383,4,1,Private Job,Yes,1,1,Adult,0,0,0
Rajasthan,HH03055,74185,8,1,Farmer,Yes,0,1,Adult,0,0,0
Bihar,HH03056,53248,8,0,Government Job,Yes,0,1,Child,0,0,0
Maharashtra,HH03057,77656,7,0,Business,Yes,2,1,Senior,0,0,1
West Bengal,HH03058,4951,6,0,Labour,Yes,0,2,Senior,1,1,0
Uttar Pradesh,HH03059,68212,8,1,Government Job,Yes,0,2,Senior,0,1,0
West Bengal,HH03060,78701,7,0,Government Job,Yes,0,1,Senior,0,0,0
Bihar,HH03061,82888,5,0,Labour,No,2,1,Adult,0,0,1
Telangana,HH03062,78282,4,0,Business,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH03063,97533,2,0,Labour,Yes,2,1,Child,0,0,1
Karnataka,HH03064,44954,8,0,Business,Yes,1,1,Adult,0,0,0
West Bengal,HH03065,92719,9,0,Farmer,Yes,0,2,Adult,0,1,0
Karnataka,HH03066,11804,4,0,Business,Yes,2,2,Child,1,1,0
West Bengal,HH03067,95705,4,0,Government Job,Yes,2,2,Child,0,1,1
Karnataka,HH03068,3595,5,1,Farmer,Yes,0,2,Senior,0,1,0
West Bengal,HH03069,32592,2,1,Private Job,No,2,2,Senior,0,1,0
Karnataka,HH03070,43643,7,1,Farmer,No,1,2,Senior,0,1,0
Bihar,HH03071,65665,5,0,Business,Yes,1,1,Child,0,0,0
Tamil Nadu,HH03072,23823,6,1,Farmer,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH03073,8972,4,0,Farmer,Yes,1,2,Child,1,1,0
Maharashtra,HH03074,18882,8,0,Private Job,Yes,2,1,Child,1,0,0
Telangana,HH03075,69394,8,0,Business,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH03076,74055,5,0,Government Job,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH03077,26769,6,0,Farmer,Yes,1,2,Adult,0,1,0
Maharashtra,HH03078,28020,3,1,Labour,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH03079,45748,1,0,Government Job,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH03080,88374,9,0,Farmer,Yes,1,2,Child,0,1,0
Maharashtra,HH03081,47912,9,0,Government Job,Yes,2,1,Senior,0,0,0
Karnataka,HH03082,15879,3,0,Labour,Yes,1,2,Child,1,1,0
Karnataka,HH03083,36798,4,0,Government Job,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH03084,92826,7,0,Government Job,No,0,1,Senior,0,0,0
Andhra Pradesh,HH03085,49073,2,1,Labour,Yes,2,2,Child,0,1,0
Telangana,HH03086,78791,3,0,Labour,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH03087,69983,6,0,Labour,Yes,2,2,Adult,0,1,1
Karnataka,HH03088,46005,8,1,Private Job,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH03089,97731,1,1,Labour,Yes,0,1,Child,0,0,0
Bihar,HH03090,5850,4,1,Government Job,No,1,2,Child,0,1,0
Bihar,HH03091,31400,1,0,Labour,Yes,1,1,Child,0,0,0
West Bengal,HH03092,14953,2,0,Farmer,Yes,1,2,Adult,1,1,0
Telangana,HH03093,26535,8,0,Labour,Yes,1,1,Senior,0,0,0
Bihar,HH03094,78536,6,1,Labour,Yes,0,2,Adult,0,1,0
West Bengal,HH03095,78039,9,1,Business,No,2,2,Senior,0,1,1
Andhra Pradesh,HH03096,84029,2,0,Government Job,Yes,1,2,Senior,0,1,0
Karnataka,HH03097,7055,3,0,Government Job,No,2,1,Child,1,0,0
Karnataka,HH03098,41170,9,1,Farmer,Yes,1,1,Child,0,0,0
Tamil Nadu,HH03099,31251,9,0,Private Job,No,1,2,Child,0,1,0
Maharashtra,HH03100,7532,6,0,Business,Yes,0,1,Adult,1,0,0
Bihar,HH03101,7924,3,0,Farmer,Yes,1,2,Adult,1,1,0
Andhra Pradesh,HH03102,51037,5,0,Farmer,Yes,1,1,Adult,0,0,0
Rajasthan,HH03103,81082,2,1,Government Job,Yes,1,2,Child,0,1,0
Bihar,HH03104,95115,7,0,Business,Yes,0,2,Child,0,1,0
Telangana,HH03105,74621,8,0,Government Job,Yes,2,1,Senior,0,0,1
Maharashtra,HH03106,80926,6,0,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH03107,81816,8,0,Government Job,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH03108,92654,2,0,Labour,Yes,1,2,Adult,0,1,0
Bihar,HH03109,73400,3,0,Government Job,Yes,1,1,Child,0,0,0
Telangana,HH03110,95385,7,0,Labour,Yes,2,1,Adult,0,0,1
Rajasthan,HH03111,96102,1,0,Farmer,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH03112,13702,7,1,Private Job,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH03113,18385,6,0,Labour,No,1,1,Senior,1,0,0
Rajasthan,HH03114,12336,8,0,Private Job,Yes,2,2,Adult,1,1,0
West Bengal,HH03115,68421,7,1,Government Job,No,0,2,Adult,0,1,0
Bihar,HH03116,34225,4,0,Government Job,Yes,0,1,Child,0,0,0
Karnataka,HH03117,39021,3,1,Farmer,Yes,2,2,Senior,0,1,0
Tamil Nadu,HH03118,6782,3,0,Government Job,Yes,2,1,Child,1,0,0
Karnataka,HH03119,91877,4,1,Labour,Yes,1,1,Child,0,0,0
Rajasthan,HH03120,92630,9,1,Farmer,Yes,2,2,Adult,0,1,1
Karnataka,HH03121,52111,9,0,Private Job,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH03122,92402,2,1,Farmer,Yes,1,2,Senior,0,1,0
Karnataka,HH03123,87585,5,1,Private Job,No,2,2,Child,0,1,1
Maharashtra,HH03124,45719,1,0,Business,No,1,2,Senior,0,1,0
Uttar Pradesh,HH03125,99528,4,0,Labour,Yes,0,2,Adult,0,1,0
Bihar,HH03126,52037,2,0,Labour,Yes,0,2,Adult,0,1,0
Karnataka,HH03127,83103,8,1,Private Job,Yes,0,1,Child,0,0,0
Telangana,HH03128,6513,4,0,Government Job,Yes,1,1,Senior,1,0,0
Uttar Pradesh,HH03129,16335,5,0,Government Job,Yes,0,1,Adult,1,0,0
Uttar Pradesh,HH03130,47140,4,0,Business,Yes,0,2,Senior,0,1,0
Karnataka,HH03131,83373,5,0,Private Job,No,1,1,Adult,0,0,0
Uttar Pradesh,HH03132,80658,5,0,Business,Yes,1,1,Adult,0,0,0
Tamil Nadu,HH03133,37840,5,0,Private Job,Yes,0,1,Senior,0,0,0
Karnataka,HH03134,34007,3,1,Business,No,0,1,Senior,0,0,0
Andhra Pradesh,HH03135,59947,7,0,Private Job,Yes,0,2,Senior,0,1,0
Rajasthan,HH03136,96220,3,0,Labour,Yes,2,1,Adult,0,0,1
Maharashtra,HH03137,29393,2,0,Business,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH03138,60480,3,0,Business,Yes,1,1,Child,0,0,0
West Bengal,HH03139,91290,3,0,Private Job,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH03140,89335,8,0,Farmer,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH03141,12107,4,0,Farmer,Yes,0,2,Senior,1,1,0
Bihar,HH03142,8993,3,0,Labour,No,1,1,Senior,1,0,0
Bihar,HH03143,99341,5,0,Government Job,Yes,2,1,Senior,0,0,1
West Bengal,HH03144,96650,4,0,Government Job,Yes,2,1,Child,0,0,1
Maharashtra,HH03145,55066,9,1,Labour,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH03146,45942,8,0,Government Job,No,0,1,Child,0,0,0
Tamil Nadu,HH03147,19138,7,1,Private Job,Yes,1,1,Child,0,0,0
West Bengal,HH03148,47527,8,1,Farmer,Yes,0,2,Adult,0,1,0
Maharashtra,HH03149,12190,5,0,Labour,No,0,1,Adult,1,0,0
Uttar Pradesh,HH03150,95259,4,1,Private Job,No,0,1,Senior,0,0,0
Andhra Pradesh,HH03151,81422,7,0,Labour,Yes,2,2,Adult,0,1,1
